INFO 2024-09-28 09:10:42,755 autoreload Watching for file changes with StatReloader
DEBUG 2024-09-28 09:31:10,639 autoreload File D:\New folder\Inventory\env\Lib\site-packages\cryptography\__about__.py first seen with mtime 1727535808.7113924
DEBUG 2024-09-28 09:31:10,639 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\fields.py first seen with mtime 1727535794.5542812
DEBUG 2024-09-28 09:31:10,639 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\checks\compatibility\django_4_0.py first seen with mtime 1727535193.7034657
DEBUG 2024-09-28 09:31:10,639 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\asyncio\sentinel.py first seen with mtime 1727536050.6715531
DEBUG 2024-09-28 09:31:10,640 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\importlib\__init__.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,640 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\backends\postgresql\__init__.py first seen with mtime 1727535193.851512
DEBUG 2024-09-28 09:31:10,640 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\asyncio\events.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,640 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\formats.py first seen with mtime 1727535194.0676167
DEBUG 2024-09-28 09:31:10,640 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\enums.py first seen with mtime 1727535193.9151409
DEBUG 2024-09-28 09:31:10,640 autoreload File D:\New folder\Inventory\env\Lib\site-packages\sqlparse\filters\tokens.py first seen with mtime 1727535189.2706444
DEBUG 2024-09-28 09:31:10,640 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\deprecation.py first seen with mtime 1727535194.0646434
DEBUG 2024-09-28 09:31:10,640 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\encodings\cp1252.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,640 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\dateformat.py first seen with mtime 1727535194.060905
DEBUG 2024-09-28 09:31:10,641 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\migrations\operations\__init__.py first seen with mtime 1727535193.9062467
DEBUG 2024-09-28 09:31:10,641 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\unittest\runner.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,641 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\difflib.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,641 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\postgres\fields\array.py first seen with mtime 1727535192.9305322
DEBUG 2024-09-28 09:31:10,641 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\forms.py first seen with mtime 1727535191.795809
DEBUG 2024-09-28 09:31:10,641 autoreload File D:\New folder\Inventory\env\Lib\site-packages\sqlparse\engine\filter_stack.py first seen with mtime 1727535189.2637239
DEBUG 2024-09-28 09:31:10,641 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\sql\subqueries.py first seen with mtime 1727535193.9412508
DEBUG 2024-09-28 09:31:10,641 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\wsgiref\headers.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,641 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\crypto.py first seen with mtime 1727535194.0589597
DEBUG 2024-09-28 09:31:10,642 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\importlib\resources\_common.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,642 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\choices.py first seen with mtime 1727535194.0582132
DEBUG 2024-09-28 09:31:10,642 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\views\decorators\csrf.py first seen with mtime 1727535194.0982575
DEBUG 2024-09-28 09:31:10,642 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\asyncio\sslproto.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,642 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\checks\files.py first seen with mtime 1727535193.698076
DEBUG 2024-09-28 09:31:10,642 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\postgres\lookups.py first seen with mtime 1727535192.9185324
DEBUG 2024-09-28 09:31:10,642 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\handlers\base.py first seen with mtime 1727535193.7194598
DEBUG 2024-09-28 09:31:10,642 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\encoding.py first seen with mtime 1727535194.066613
DEBUG 2024-09-28 09:31:10,642 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\conf\locale\__init__.py first seen with mtime 1727535190.591372
DEBUG 2024-09-28 09:31:10,643 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\string.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,643 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\cache\backends\base.py first seen with mtime 1727535193.690282
DEBUG 2024-09-28 09:31:10,643 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\base.py first seen with mtime 1727535193.9117522
DEBUG 2024-09-28 09:31:10,643 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\expressions.py first seen with mtime 1727535193.9161425
DEBUG 2024-09-28 09:31:10,643 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\views\csrf.py first seen with mtime 1727535194.0907753
DEBUG 2024-09-28 09:31:10,643 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\secrets.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,643 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\hmac.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,643 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\constraints.py first seen with mtime 1727535193.9127486
DEBUG 2024-09-28 09:31:10,643 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\backends\base\base.py first seen with mtime 1727535193.8170896
DEBUG 2024-09-28 09:31:10,644 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\postgres\fields\citext.py first seen with mtime 1727535192.9315298
DEBUG 2024-09-28 09:31:10,644 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\files\storage\filesystem.py first seen with mtime 1727535193.7158473
DEBUG 2024-09-28 09:31:10,644 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\backends\ddl_references.py first seen with mtime 1727535193.811463
DEBUG 2024-09-28 09:31:10,644 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\_compat_pickle.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,644 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework_simplejwt\exceptions.py first seen with mtime 1727535885.1708953
DEBUG 2024-09-28 09:31:10,644 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\re\_casefix.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,644 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\bz2.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,644 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\importlib\metadata\_functools.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,645 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\importlib\abc.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,645 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\staticfiles\handlers.py first seen with mtime 1727535193.6727278
DEBUG 2024-09-28 09:31:10,645 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\sql\datastructures.py first seen with mtime 1727535193.9390416
DEBUG 2024-09-28 09:31:10,645 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\messages\constants.py first seen with mtime 1727535192.903773
DEBUG 2024-09-28 09:31:10,645 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\templatetags\base.py first seen with mtime 1727535191.6019952
DEBUG 2024-09-28 09:31:10,645 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\__init__.py first seen with mtime 1727535194.053082
DEBUG 2024-09-28 09:31:10,645 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\asyncio\utils.py first seen with mtime 1727536050.6725497
DEBUG 2024-09-28 09:31:10,645 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\asyncio\streams.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,645 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\views\generic\dates.py first seen with mtime 1727535194.1055832
DEBUG 2024-09-28 09:31:10,646 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\_compression.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,646 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\zoneinfo\_tzpath.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,646 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\permissions.py first seen with mtime 1727535794.5622416
DEBUG 2024-09-28 09:31:10,646 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\utils\serializer_helpers.py first seen with mtime 1727535794.7597082
DEBUG 2024-09-28 09:31:10,646 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\urllib\__init__.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,646 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\xml\dom\minicompat.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,646 autoreload File D:\New folder\Inventory\env\Lib\site-packages\cryptography\hazmat\bindings\__init__.py first seen with mtime 1727535808.6645508
DEBUG 2024-09-28 09:31:10,646 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\email\_parseaddr.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,646 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,646 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\xml\__init__.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,647 autoreload File D:\New folder\Inventory\env\Lib\site-packages\cryptography\hazmat\primitives\asymmetric\__init__.py first seen with mtime 1727535808.6755517
DEBUG 2024-09-28 09:31:10,647 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\socket.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,647 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\crc.py first seen with mtime 1727536050.6338212
DEBUG 2024-09-28 09:31:10,647 autoreload File D:\New folder\Inventory\env\Lib\site-packages\cryptography\hazmat\primitives\ciphers\modes.py first seen with mtime 1727535808.6795406
DEBUG 2024-09-28 09:31:10,647 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\email\errors.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,647 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\asyncio\coroutines.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,647 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\ctypes\wintypes.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,647 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\schemas\utils.py first seen with mtime 1727535794.6706672
DEBUG 2024-09-28 09:31:10,647 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\serializers\json.py first seen with mtime 1727535193.7664945
DEBUG 2024-09-28 09:31:10,647 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\dispatch\dispatcher.py first seen with mtime 1727535193.943583
DEBUG 2024-09-28 09:31:10,648 autoreload File D:\New folder\Inventory\inventory\user_inventory\models.py first seen with mtime 1727535403.1126995
DEBUG 2024-09-28 09:31:10,648 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\http\cookies.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,648 autoreload File D:\New folder\Inventory\env\Lib\site-packages\sqlparse\sql.py first seen with mtime 1727535189.261042
DEBUG 2024-09-28 09:31:10,648 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\conf\__init__.py first seen with mtime 1727535190.583692
DEBUG 2024-09-28 09:31:10,648 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\cache\__init__.py first seen with mtime 1727535193.6877184
DEBUG 2024-09-28 09:31:10,648 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\http\server.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,648 autoreload File D:\New folder\Inventory\env\Lib\site-packages\asgiref\__init__.py first seen with mtime 1727535190.3258097
DEBUG 2024-09-28 09:31:10,648 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\pprint.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,649 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\views\main.py first seen with mtime 1727535191.605697
DEBUG 2024-09-28 09:31:10,649 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\zoneinfo\__init__.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,649 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\tempfile.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,649 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\DLLs\_ssl.pyd first seen with mtime 1717728902.0
DEBUG 2024-09-28 09:31:10,649 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\templatetags\static.py first seen with mtime 1727535194.0387697
DEBUG 2024-09-28 09:31:10,649 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\views\generic\base.py first seen with mtime 1727535194.1036425
DEBUG 2024-09-28 09:31:10,649 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\models.py first seen with mtime 1727535190.9555056
DEBUG 2024-09-28 09:31:10,649 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\views\defaults.py first seen with mtime 1727535194.092746
DEBUG 2024-09-28 09:31:10,649 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\files\storage\handler.py first seen with mtime 1727535193.7164679
DEBUG 2024-09-28 09:31:10,649 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\migrations\__init__.py first seen with mtime 1727535193.894912
DEBUG 2024-09-28 09:31:10,650 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\queue.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,650 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\handlers\exception.py first seen with mtime 1727535193.7204714
DEBUG 2024-09-28 09:31:10,650 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\fields\proxy.py first seen with mtime 1727535193.9270635
DEBUG 2024-09-28 09:31:10,650 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\postgres\validators.py first seen with mtime 1727535192.924554
DEBUG 2024-09-28 09:31:10,650 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\views.py first seen with mtime 1727535794.5755162
DEBUG 2024-09-28 09:31:10,650 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\fields\json.py first seen with mtime 1727535193.926082
DEBUG 2024-09-28 09:31:10,650 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\commands\redismodules.py first seen with mtime 1727536050.67731
DEBUG 2024-09-28 09:31:10,650 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\sites\shortcuts.py first seen with mtime 1727535193.4678137
DEBUG 2024-09-28 09:31:10,650 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\text.py first seen with mtime 1727535194.0799282
DEBUG 2024-09-28 09:31:10,650 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\utils.py first seen with mtime 1727536050.6534247
DEBUG 2024-09-28 09:31:10,651 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\http\response.py first seen with mtime 1727535194.0108595
DEBUG 2024-09-28 09:31:10,651 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\contextvars.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,651 autoreload File D:\New folder\Inventory\env\Lib\site-packages\cryptography\hazmat\primitives\asymmetric\rsa.py first seen with mtime 1727535808.6730447
DEBUG 2024-09-28 09:31:10,651 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\unittest\case.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,651 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\messages\storage\__init__.py first seen with mtime 1727535192.908272
DEBUG 2024-09-28 09:31:10,651 autoreload File D:\New folder\Inventory\env\Lib\site-packages\jwt\exceptions.py first seen with mtime 1727535884.9509325
DEBUG 2024-09-28 09:31:10,651 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\forms\boundfield.py first seen with mtime 1727535193.9457128
DEBUG 2024-09-28 09:31:10,651 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\commands\sentinel.py first seen with mtime 1727536050.678308
DEBUG 2024-09-28 09:31:10,651 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\schemas\inspectors.py first seen with mtime 1727535794.6686716
DEBUG 2024-09-28 09:31:10,651 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\migrations\exceptions.py first seen with mtime 1727535193.8972275
DEBUG 2024-09-28 09:31:10,651 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\backends\base\introspection.py first seen with mtime 1727535193.8210778
DEBUG 2024-09-28 09:31:10,652 autoreload File D:\New folder\Inventory\env\Lib\site-packages\cryptography\hazmat\primitives\hashes.py first seen with mtime 1727535808.6815367
DEBUG 2024-09-28 09:31:10,652 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\traceback.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,652 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\hashlib.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,652 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\schemas\openapi.py first seen with mtime 1727535794.6696687
DEBUG 2024-09-28 09:31:10,652 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\utils\model_meta.py first seen with mtime 1727535794.7588406
DEBUG 2024-09-28 09:31:10,652 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\contenttypes\management\__init__.py first seen with mtime 1727535192.180589
DEBUG 2024-09-28 09:31:10,652 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\signals.py first seen with mtime 1727535193.921093
DEBUG 2024-09-28 09:31:10,652 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\selectors.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,652 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\base_user.py first seen with mtime 1727535191.791608
DEBUG 2024-09-28 09:31:10,652 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\regex_helper.py first seen with mtime 1727535194.0772598
DEBUG 2024-09-28 09:31:10,653 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\token.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,653 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\lock.py first seen with mtime 1727536050.645446
DEBUG 2024-09-28 09:31:10,653 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\wsgiref\util.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,653 autoreload File D:\New folder\Inventory\env\Lib\site-packages\sqlparse\cli.py first seen with mtime 1727535189.256743
DEBUG 2024-09-28 09:31:10,653 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\gzip.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,653 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\test\__init__.py first seen with mtime 1727535194.0408833
DEBUG 2024-09-28 09:31:10,653 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\forms\renderers.py first seen with mtime 1727535193.9502356
DEBUG 2024-09-28 09:31:10,653 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\commands\core.py first seen with mtime 1727536050.6763122
DEBUG 2024-09-28 09:31:10,653 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\template\loader.py first seen with mtime 1727535194.0254676
DEBUG 2024-09-28 09:31:10,653 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\messages\apps.py first seen with mtime 1727535192.9018104
DEBUG 2024-09-28 09:31:10,653 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\calendar.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,654 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\sessions\__init__.py first seen with mtime 1727535193.278365
DEBUG 2024-09-28 09:31:10,654 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\settings.py first seen with mtime 1727535794.569627
DEBUG 2024-09-28 09:31:10,654 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\unittest\main.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,654 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\urllib\response.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,654 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\postgres\fields\ranges.py first seen with mtime 1727535192.9416244
DEBUG 2024-09-28 09:31:10,654 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\serializers\__init__.py first seen with mtime 1727535193.7635024
DEBUG 2024-09-28 09:31:10,654 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\test\client.py first seen with mtime 1727535194.0418673
DEBUG 2024-09-28 09:31:10,654 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\urls\converters.py first seen with mtime 1727535194.0500429
DEBUG 2024-09-28 09:31:10,654 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\reverse.py first seen with mtime 1727535794.5676327
DEBUG 2024-09-28 09:31:10,654 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\files\uploadedfile.py first seen with mtime 1727535193.7119615
DEBUG 2024-09-28 09:31:10,654 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\urllib\request.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,655 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\importlib\metadata\_collections.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,655 autoreload File D:\New folder\Inventory\env\Lib\site-packages\jwt\api_jws.py first seen with mtime 1727535884.9490547
DEBUG 2024-09-28 09:31:10,655 autoreload File D:\New folder\Inventory\env\Lib\site-packages\sqlparse\filters\reindent.py first seen with mtime 1727535189.2690506
DEBUG 2024-09-28 09:31:10,655 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\__future__.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,655 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\views\decorators\common.py first seen with mtime 1727535194.0982575
DEBUG 2024-09-28 09:31:10,655 autoreload File D:\New folder\Inventory\inventory\user_inventory\__init__.py first seen with mtime 1727535372.1267364
DEBUG 2024-09-28 09:31:10,655 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\utils\breadcrumbs.py first seen with mtime 1727535794.7534366
DEBUG 2024-09-28 09:31:10,655 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\safestring.py first seen with mtime 1727535194.0773554
DEBUG 2024-09-28 09:31:10,655 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\contenttypes\checks.py first seen with mtime 1727535192.0215633
DEBUG 2024-09-28 09:31:10,655 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\logging\config.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,655 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\urls\utils.py first seen with mtime 1727535194.0524344
DEBUG 2024-09-28 09:31:10,656 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\unittest\util.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,656 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\views\generic\list.py first seen with mtime 1727535194.1116486
DEBUG 2024-09-28 09:31:10,656 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\DLLs\_queue.pyd first seen with mtime 1717728902.0
DEBUG 2024-09-28 09:31:10,656 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\schemas\coreapi.py first seen with mtime 1727535794.667786
DEBUG 2024-09-28 09:31:10,656 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\__init__.py first seen with mtime 1727535190.9486678
DEBUG 2024-09-28 09:31:10,656 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\reprlib.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,656 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\authentication.py first seen with mtime 1727535794.5442765
DEBUG 2024-09-28 09:31:10,656 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\postgres\utils.py first seen with mtime 1727535192.923519
DEBUG 2024-09-28 09:31:10,656 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\migrations\state.py first seen with mtime 1727535193.9042606
DEBUG 2024-09-28 09:31:10,656 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\middleware\cache.py first seen with mtime 1727535194.012002
DEBUG 2024-09-28 09:31:10,657 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\pagination.py first seen with mtime 1727535794.5604036
DEBUG 2024-09-28 09:31:10,657 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\response.py first seen with mtime 1727535794.5666356
DEBUG 2024-09-28 09:31:10,657 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\shlex.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,657 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\asyncio\base_futures.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:31:10,657 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\handlers\wsgi.py first seen with mtime 1727535193.7224529
DEBUG 2024-09-28 09:31:10,657 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\concurrent\__init__.py first seen with mtime 1717728852.0
